Date,Close
2026-05-09,215.1999969
2026-05-10,215.1999969
2026-05-11,219.4400024
2026-05-12,220.7799988
2026-05-13,225.8300018
2026-05-14,235.7400055
2026-05-15,225.3200073
2026-05-16,225.3200073
2026-05-17,225.3200073
2026-05-18,222.3200073
2026-05-19,220.6100006
2026-05-20,223.4700012
2026-05-21,219.5099945
2026-05-22,215.3300018
